10.01,40.01,5.01
10.067,39.966,5.0743
10.154,39.887,5.1732
10.26,39.786,5.2939
10.378,39.671,5.4283
10.503,39.548,5.5713
10.633,39.419,5.7195
10.765,39.288,5.8708
10.899,39.154,6.0238
11.034,39.02,6.1778
11.169,38.885,6.3321
11.304,38.749,6.4864
11.438,38.615,6.6405
11.573,38.48,6.7942
11.707,38.346,6.9475
11.841,38.212,7.1002
11.974,38.079,7.2524
12.106,37.946,7.404
12.238,37.814,7.5551
12.37,37.682,7.7055
12.501,37.55,7.8553
12.632,37.42,8.0045
12.762,37.29,8.1532
12.891,37.16,8.3012
13.02,37.031,8.4486
13.148,36.902,8.5955
13.276,36.774,8.7417
13.404,36.646,8.8873
13.53,36.519,9.0324
13.657,36.393,9.1769
13.783,36.267,9.3207
13.908,36.141,9.464
14.033,36.016,9.6067
14.157,35.892,9.7488
14.281,35.768,9.8904
14.404,35.645,10.031
14.527,35.522,10.172
14.649,35.399,10.312
14.771,35.277,10.451
14.892,35.156,10.589
15.013,35.035,10.728
15.133,34.914,10.865
15.253,34.794,11.002
15.372,34.675,11.138
15.491,34.556,11.274
15.609,34.438,11.41
15.727,34.32,11.544
15.844,34.202,11.678
15.961,34.085,11.812
16.077,33.969,11.945
16.193,33.853,12.078
16.308,33.737,12.21
16.423,33.622,12.341
16.537,33.508,12.472
16.651,33.394,12.602
16.764,33.28,12.732
16.877,33.167,12.861
16.99,33.055,12.99
17.102,32.943,13.118
17.213,32.831,13.246
17.324,32.72,13.373
17.434,32.609,13.499
17.544,32.499,13.625
17.654,32.39,13.751
17.763,32.281,13.875
17.871,32.172,14
17.979,32.064,14.124
18.087,31.956,14.247
18.194,31.849,14.37
18.3,31.742,14.492
18.406,31.636,14.613
18.511,31.531,14.735
18.616,31.426,14.855
18.721,31.321,14.975
18.825,31.217,15.095
18.928,31.113,15.214
19.031,31.01,15.332
19.133,30.908,15.45
19.235,30.806,15.567
19.336,30.705,15.684
19.437,30.604,15.8
19.537,30.504,15.915
19.636,30.404,16.03
19.735,30.305,16.145
19.833,30.207,16.258
19.931,30.11,16.371
20.027,30.013,16.484
20.123,29.916,16.596
20.219,29.821,16.707
20.313,29.726,16.818
20.407,29.632,16.928
20.5,29.539,17.037
20.592,29.447,17.145
20.683,29.356,17.253
20.773,29.267,17.36
20.861,29.178,17.466
20.949,29.09,17.572
21.035,29.004,17.676
21.119,28.92,17.78
21.202,28.837,17.882
21.283,28.756,17.984
21.362,28.677,18.084
21.439,28.6,18.184
21.513,28.526,18.282
21.584,28.456,18.379
21.651,28.388,18.474
21.715,28.324,18.569
21.775,28.265,18.661
21.83,28.21,18.753
21.88,28.161,18.843
21.924,28.117,18.932
21.963,28.079,19.019
21.995,28.048,19.106
22.021,28.023,19.193
22.04,28.004,19.279
22.055,27.99,19.366
22.065,27.982,19.454
22.07,27.977,19.543
22.073,27.976,19.634
22.074,27.977,19.727
22.073,27.979,19.823
22.071,27.982,19.922
22.07,27.985,20.023
22.069,27.987,20.127
22.069,27.989,20.234
22.07,27.99,20.344
22.072,27.989,20.457
22.076,27.986,20.573
22.082,27.982,20.691
22.091,27.975,20.812
22.101,27.966,20.936
22.114,27.955,21.062
22.129,27.941,21.19
22.147,27.925,21.32
22.168,27.906,21.452
22.191,27.884,21.585
22.218,27.859,21.72
22.247,27.832,21.856
22.279,27.801,21.993
22.314,27.767,22.131
22.352,27.73,22.27
22.393,27.691,22.408
22.437,27.648,22.547
22.484,27.602,22.685
22.534,27.554,22.823
22.586,27.503,22.96
22.641,27.449,23.097
22.699,27.392,23.232
22.759,27.333,23.366
22.821,27.271,23.499
22.885,27.208,23.63
22.952,27.142,23.759
23.02,27.074,23.887
23.091,27.004,24.013
23.163,26.933,24.137
23.236,26.86,24.259
23.311,26.786,24.379
23.387,26.71,24.497
23.464,26.633,24.613
23.542,26.555,24.727
23.62,26.477,24.839
23.7,26.397,24.949
23.78,26.317,25.057
23.861,26.237,25.163
23.942,26.156,25.267
24.024,26.074,25.37
24.105,25.992,25.471
24.187,25.91,25.57
24.27,25.828,25.668
24.352,25.746,25.764
24.434,25.663,25.859
24.516,25.581,25.953
24.599,25.498,26.045
24.681,25.416,26.135
24.763,25.334,26.225
24.844,25.252,26.313
24.926,25.17,26.401
25.008,25.088,26.487
